age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,balance_log
30,management,single,tertiary,no,222,no,yes,cellular,4,feb,111,1,204,2,other,0,5.407171771460119
43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,0,1.9459101490553132
42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,0,7.033506484287697
32,blue-collar,married,secondary,no,557,yes,yes,cellular,4,feb,210,2,253,1,failure,0,6.324358962381311
33,blue-collar,married,secondary,no,-241,yes,yes,cellular,4,feb,117,1,253,1,failure,0,0.0
28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,0,6.129050210060545
40,unemployed,divorced,secondary,no,6322,no,no,cellular,4,feb,459,1,272,1,failure,0,8.751949058058614
46,blue-collar,single,secondary,no,374,no,yes,cellular,4,feb,23,5,7,2,other,0,5.926926025970411
59,blue-collar,married,primary,no,616,no,no,cellular,4,feb,253,3,215,2,other,0,6.424869023905388
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,0,5.313205979041787
37,admin.,single,primary,no,91,yes,no,cellular,4,feb,283,2,273,2,failure,0,4.5217885770490405
44,blue-collar,divorced,secondary,no,272,yes,no,cellular,4,feb,219,4,205,2,failure,0,5.60947179518496
41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,0,7.1276936993473985
52,technician,married,secondary,no,463,yes,no,cellular,4,feb,132,6,267,5,failure,0,6.139884552226255
34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,0,5.948034989180646
49,technician,married,tertiary,no,196,no,no,cellular,4,feb,9,7,163,24,other,0,5.2832037287379885
36,technician,married,secondary,no,627,no,yes,cellular,4,feb,146,3,244,1,other,0,6.4425401664681985
53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,0,5.442417710521793
53,blue-collar,divorced,primary,no,255,yes,no,cellular,4,feb,134,2,272,2,failure,0,5.545177444479562
34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,0,3.871201010907891
32,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,628,2,267,2,failure,0,6.480044561926653
56,management,married,primary,no,199,yes,yes,cellular,4,feb,331,2,209,1,failure,0,5.298317366548036
33,admin.,single,secondary,no,304,no,yes,cellular,4,feb,160,2,212,2,other,0,5.720311776607412
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,0,6.543911845564792
29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,376,2,229,3,other,0,0.0
43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure,0,0.0
50,management,married,tertiary,no,3284,yes,no,cellular,4,feb,195,2,271,3,failure,0,8.09712193091871
56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70,4,7,7,other,0,6.75343791859778
55,technician,married,primary,no,818,yes,no,cellular,4,feb,185,2,247,3,other,0,6.70808408385307
30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,0,5.8805329864007
31,technician,single,primary,no,449,yes,no,cellular,4,feb,140,4,252,1,failure,0,6.1092475827643655
38,self-employed,married,secondary,no,1029,yes,no,cellular,4,feb,206,3,223,1,other,0,6.937314081223682
49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,0,5.147494476813453
54,management,divorced,tertiary,no,427,yes,yes,cellular,4,feb,85,2,231,2,other,0,6.059123195581797
58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,0,0.0
60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure,0,7.830822995135316
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,0,7.123672785204607
27,blue-collar,married,secondary,no,1600,yes,no,cellular,4,feb,603,2,259,1,failure,0,7.3783837129967145
32,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,206,2,188,6,failure,0,7.479299637782834
29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,failure,0,5.564520407322694
45,blue-collar,married,primary,no,412,yes,no,telephone,4,feb,45,5,265,13,failure,0,6.023447592961033
32,management,single,tertiary,no,156,yes,no,cellular,4,feb,82,2,246,6,failure,0,5.056245805348308
27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure,0,5.298317366548036
53,blue-collar,married,primary,no,805,yes,yes,telephone,4,feb,136,7,268,2,other,0,6.692083742506628
37,management,married,tertiary,no,1639,yes,no,cellular,4,feb,207,3,272,3,other,0,7.402451520818244
47,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,147,2,264,4,other,0,6.322565239927284
31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,0,4.812184355372417
32,blue-collar,married,secondary,no,557,no,no,cellular,4,feb,388,3,272,1,other,0,6.324358962381311
48,admin.,divorced,secondary,no,955,yes,no,cellular,4,feb,108,2,265,3,other,0,6.862757913051401
32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure,0,5.777652323222656
45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,0,5.424950017481403
56,management,married,tertiary,no,-762,yes,yes,cellular,4,feb,19,10,7,5,other,0,0.0
53,management,divorced,secondary,no,1355,no,yes,cellular,4,feb,447,2,196,8,other,0,7.212294468500341
28,admin.,single,secondary,no,392,yes,yes,cellular,4,feb,214,2,259,2,failure,0,5.973809611869261
45,self-employed,divorced,secondary,no,1966,yes,no,cellular,4,feb,76,2,204,3,other,0,7.584264818389059
32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,0,7.115582126184454
44,management,divorced,primary,no,641,yes,no,cellular,5,feb,79,2,269,3,other,0,6.464588303689961
41,technician,married,secondary,no,-329,no,no,telephone,5,feb,13,8,238,9,other,0,0.0
36,student,single,secondary,no,904,no,no,telephone,5,feb,36,9,8,13,other,0,6.807934943699926
31,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,67,2,202,1,failure,0,4.672828834461906
33,management,married,secondary,no,165,yes,no,telephone,5,feb,126,3,258,15,other,0,5.111987788356544
27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,0,5.5053315359323625
46,management,married,tertiary,no,-191,yes,no,cellular,5,feb,674,3,202,3,failure,0,0.0
58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,0,0.0
41,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,232,1,211,1,failure,0,1.6094379124341003
37,management,divorced,tertiary,no,132,yes,no,cellular,5,feb,175,5,253,1,other,0,4.890349128221754
54,blue-collar,married,secondary,no,844,no,no,telephone,5,feb,8,7,189,18,other,0,6.739336627357174
50,admin.,divorced,secondary,no,381,no,no,cellular,5,feb,519,1,212,2,other,0,5.945420608606575
29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,0,0.0
31,student,single,secondary,no,334,yes,no,cellular,5,feb,195,4,233,2,other,0,5.814130531825066
35,services,divorced,secondary,no,440,yes,no,cellular,5,feb,103,1,248,1,failure,0,6.089044875446846
35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,0,6.2166061010848646
33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,0,6.60934924316738
34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure,0,6.9782137426306985
45,retired,married,secondary,no,900,yes,no,cellular,5,feb,508,4,266,4,other,0,6.803505257608338
32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,0,6.9726062513017535
44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,252,1,other,0,6.678342114654332
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,0,6.902742737158593
47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,0,7.504391559161238
29,admin.,married,secondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,0,6.222576268071369
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,0,4.406719247264253
33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,0,7.252053951852814
59,blue-collar,married,primary,no,99,yes,no,cellular,5,feb,43,1,261,3,failure,0,4.605170185988092
33,entrepreneur,divorced,primary,no,596,no,yes,cellular,5,feb,308,1,213,1,other,0,6.391917113392602
30,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,0,4.976733742420574
32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure,0,8.108623268354595
29,services,married,primary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure,0,6.309918278226516
31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,failure,1,7.01211529430638
33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,2,233,3,other,0,8.869960510523953
29,blue-collar,divorced,secondary,no,302,yes,no,cellular,5,feb,116,1,192,8,other,0,5.713732805509369
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,0,7.395721608602045
34,blue-collar,married,secondary,no,563,no,yes,cellular,5,feb,384,1,2,2,failure,0,6.335054251498059
26,blue-collar,married,secondary,no,624,yes,no,cellular,5,feb,188,1,247,4,other,0,6.437751649736401
30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,0,4.663439094112067
32,admin.,single,secondary,no,642,yes,no,cellular,5,feb,52,1,253,2,failure,0,6.466144724237619
30,management,single,secondary,no,293,yes,no,cellular,5,feb,232,1,253,2,failure,0,5.683579767338681
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,0,7.3427791893318455
55,retired,married,secondary,no,529,yes,no,cellular,5,feb,33,4,8,3,other,0,6.272877006546167
26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,1,4.624972813284271
41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,0,0.0
41,management,married,tertiary,no,13874,no,no,cellular,5,feb,255,1,234,2,other,0,9.537843938614635
26,services,single,secondary,no,598,yes,no,cellular,5,feb,401,2,272,1,other,0,6.395261598115449
35,management,married,tertiary,no,1557,yes,yes,cellular,5,feb,225,1,268,1,failure,0,7.351158226430694
42,management,married,primary,no,-417,yes,no,cellular,5,feb,81,3,273,3,failure,0,0.0
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,other,1,6.587550014824796
39,self-employed,single,tertiary,no,917,yes,no,cellular,5,feb,161,2,258,1,failure,0,6.822197390620491
26,self-employed,single,secondary,no,1242,yes,no,cellular,5,feb,205,2,253,2,success,0,7.1252830915107115
27,admin.,single,secondary,no,424,no,no,cellular,5,feb,248,4,189,13,other,0,6.052089168924417
28,services,single,secondary,no,1820,yes,no,cellular,5,feb,134,2,203,1,success,0,7.507141079727608
59,technician,married,secondary,no,201,no,no,cellular,5,feb,52,1,8,7,other,0,5.308267697401205
42,technician,married,secondary,no,2037,no,yes,cellular,5,feb,135,1,8,1,other,0,7.61972421378267
47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,130,4,275,3,failure,0,7.564238475170491
57,management,married,secondary,no,287,no,yes,cellular,5,feb,75,1,8,2,other,0,5.662960480135946
46,admin.,married,secondary,no,939,no,no,cellular,5,feb,69,2,8,1,other,0,6.84587987526405
30,student,single,secondary,no,61,no,yes,cellular,5,feb,133,5,8,2,other,0,4.127134385045092
49,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,537,2,196,4,other,0,5.384495062789089
30,services,single,secondary,no,405,yes,no,cellular,5,feb,103,1,265,2,other,0,6.0063531596017325
37,student,single,secondary,no,681,no,no,cellular,5,feb,187,1,8,1,other,0,6.525029657843462
41,management,married,tertiary,no,1143,yes,no,cellular,5,feb,134,1,8,2,other,0,7.042286171939743
50,management,divorced,tertiary,no,-5,yes,no,cellular,5,feb,1118,1,8,1,other,0,0.0
32,management,married,tertiary,no,-149,no,no,cellular,5,feb,93,1,8,1,other,0,0.0
29,self-employed,married,tertiary,no,476,no,yes,cellular,5,feb,148,1,8,2,other,0,6.1675164908883415
34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,0,4.204692619390966
40,management,married,secondary,no,18,yes,no,cellular,5,feb,166,1,8,2,other,0,2.9444389791664403
58,retired,single,secondary,no,-158,yes,no,cellular,5,feb,55,1,8,1,other,0,0.0
44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other,0,5.771441123130016
36,management,married,tertiary,no,0,yes,no,cellular,5,feb,245,2,8,1,other,0,0.0
29,services,single,secondary,no,612,no,no,cellular,5,feb,47,1,198,5,other,0,6.418364935936212
40,services,married,secondary,no,-212,yes,yes,cellular,5,feb,71,1,258,1,failure,0,0.0
33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,0,6.008813185442595
57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure,0,6.093569770045136
49,blue-collar,married,primary,no,1,no,yes,cellular,5,feb,98,1,210,1,other,0,0.6931471805599453
54,housemaid,divorced,primary,no,2253,yes,no,cellular,5,feb,266,1,196,1,failure,0,7.720461694599722
32,admin.,married,secondary,no,1661,yes,no,cellular,5,feb,76,1,209,2,failure,0,7.415776975415394
32,services,married,secondary,no,182,no,no,cellular,5,feb,277,1,169,2,failure,0,5.209486152841421
57,services,married,primary,no,-319,no,yes,cellular,5,feb,620,1,196,1,other,0,0.0
31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,0,6.352629396319567
29,blue-collar,single,primary,no,365,yes,yes,cellular,5,feb,72,1,274,2,failure,0,5.902633333401366
40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,0,5.908082938168931
55,blue-collar,married,secondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,0,7.476472381163905
30,technician,single,secondary,no,728,yes,no,cellular,5,feb,393,1,261,1,other,0,6.591673732008658
42,technician,married,secondary,no,315,yes,no,cellular,5,feb,208,1,275,2,failure,0,5.755742213586912
45,services,married,secondary,no,925,yes,no,cellular,5,feb,118,2,232,4,other,0,6.8308742346461795
34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure,0,0.0
45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure,0,6.755768921984255
38,technician,divorced,tertiary,no,915,yes,no,cellular,5,feb,22,7,266,4,other,0,6.82001636467413
30,unemployed,single,secondary,no,79,no,yes,cellular,5,feb,528,2,196,1,failure,0,4.382026634673881
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,0,7.738488122494646
41,entrepreneur,single,tertiary,no,791,yes,no,cellular,5,feb,215,1,80,1,other,0,6.674561391814426
58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure,0,0.0
40,blue-collar,married,primary,no,665,yes,no,cellular,5,feb,177,3,211,1,success,0,6.501289670540389
33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,0,0.6931471805599453
27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,0,4.844187086458591
36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,0,6.437751649736401
48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,85,2,8,2,other,0,6.621405651764134
48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,0,6.056784013228625
31,student,single,tertiary,no,2010,yes,no,cellular,5,feb,15,5,261,1,other,0,7.606387389772652
42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,0,8.361708288575842
46,technician,married,tertiary,no,157,no,no,cellular,5,feb,120,2,224,1,failure,0,5.062595033026967
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,0,4.564348191467836
31,entrepreneur,single,tertiary,no,544,no,yes,cellular,5,feb,401,2,8,3,other,0,6.300785794663244
38,housemaid,married,secondary,no,333,yes,no,cellular,5,feb,606,2,202,1,other,0,5.811140992976701
44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,0,7.280697195384741
44,technician,married,tertiary,no,184,yes,yes,cellular,5,feb,653,3,8,2,other,0,5.220355825078324
60,admin.,single,secondary,no,473,no,no,cellular,5,feb,175,2,8,1,other,0,6.161207321695077
41,blue-collar,married,primary,no,336,yes,no,cellular,5,feb,192,2,8,1,other,0,5.820082930352362
33,management,married,tertiary,no,377,yes,no,cellular,5,feb,213,2,276,1,failure,0,5.934894195619588
37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,0,6.486160788944089
37,management,married,tertiary,no,21,yes,no,cellular,5,feb,89,2,252,2,failure,0,3.091042453358316
30,technician,married,secondary,no,436,yes,no,cellular,5,feb,138,3,206,8,other,0,6.07993319509559
40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,0,7.666690200080086
43,admin.,single,secondary,no,1022,yes,no,cellular,5,feb,163,3,276,2,failure,0,6.930494765951626
35,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,155,3,254,1,other,0,0.0
43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure,0,5.929589143389895
33,blue-collar,single,secondary,no,123,yes,no,cellular,5,feb,273,3,212,4,failure,0,4.820281565605037
37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure,0,4.718498871295094
32,blue-collar,divorced,primary,no,158,yes,no,cellular,5,feb,728,4,253,1,failure,0,5.0689042022202315
43,unemployed,married,secondary,no,511,yes,yes,telephone,5,feb,191,5,190,5,other,0,6.238324625039508
38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,1,2.995732273553991
31,technician,single,tertiary,no,3729,yes,no,cellular,5,feb,176,2,8,10,other,0,8.224163512637862
33,blue-collar,single,secondary,no,687,yes,no,cellular,6,feb,178,2,273,1,failure,0,6.5337888379333435
39,management,single,tertiary,no,0,yes,no,cellular,6,feb,13,8,9,2,other,0,0.0
30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,0,6.46302945692067
29,blue-collar,married,secondary,no,247,no,yes,cellular,6,feb,204,2,214,1,failure,0,5.5134287461649825
38,blue-collar,married,primary,no,346,no,no,cellular,6,feb,15,3,9,3,other,0,5.849324779946859
52,management,married,secondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,0,8.491670234185152
44,management,married,tertiary,no,445,no,yes,telephone,6,feb,135,2,9,7,other,0,6.100318952020064
43,technician,married,primary,no,321,yes,no,cellular,6,feb,12,5,268,6,other,0,5.7745515455444085
51,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,0,0.0
56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,15,6,190,27,other,0,7.349230824613334
30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,0,5.726847747587197
37,services,single,primary,no,0,no,yes,cellular,6,feb,155,6,245,5,other,0,0.0
35,admin.,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,0,6.4425401664681985
49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,0,6.222576268071369
55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9,3,other,0,5.746203190540153
32,services,single,secondary,no,124,yes,no,cellular,6,feb,202,3,9,5,other,0,4.8283137373023015
41,management,married,secondary,no,611,yes,no,cellular,6,feb,38,1,212,1,other,0,6.416732282512326
31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,1,9.461721464701633
44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,0,5.739792912179234
43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure,0,6.173786103901937
31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,0,7.496652438168283
41,blue-collar,divorced,secondary,no,351,yes,no,cellular,6,feb,12,8,268,9,other,0,5.863631175598097
41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,0,5.7899601708972535
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,0,5.950642552587727
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,0,4.804021044733257
40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,0,8.80926561216931
52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,0,2.4849066497880004
31,management,married,tertiary,no,140,no,no,cellular,6,feb,9,8,212,4,other,0,4.948759890378168
37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure,0,0.0
58,services,married,primary,no,443,no,no,telephone,6,feb,41,2,204,1,failure,0,6.095824562432225
60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,1,0.0
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure,0,4.31748811353631
28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,0,6.249975242259483
32,blue-collar,single,primary,no,1450,yes,no,cellular,6,feb,72,6,273,1,other,0,7.280008252884188
60,technician,married,secondary,no,1139,no,no,cellular,6,feb,67,2,207,2,failure,0,7.038783541388542
43,admin.,single,secondary,no,309,yes,no,telephone,6,feb,24,5,276,1,other,0,5.736572297479192
41,blue-collar,married,primary,no,0,yes,no,cellular,6,feb,620,4,200,4,success,0,0.0
36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,0,6.035481432524756
46,technician,married,primary,no,718,yes,no,cellular,6,feb,80,2,268,1,failure,0,6.577861357721047
47,management,married,tertiary,no,0,yes,no,telephone,6,feb,138,4,9,2,other,0,0.0
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,0,0.0
34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,0,5.8522024797744745
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,feb,232,4,253,1,failure,0,6.655440350367647
35,management,single,tertiary,no,1064,yes,no,cellular,6,feb,69,2,261,1,other,0,6.970730078143525
47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,150,3,270,2,failure,0,0.0
54,retired,single,secondary,no,515,yes,no,cellular,6,feb,115,2,234,1,failure,0,6.246106765481563
35,admin.,divorced,secondary,no,183,no,yes,cellular,6,feb,12,7,217,1,failure,0,5.214935757608986
47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,0,6.822197390620491
38,management,married,tertiary,no,569,yes,no,cellular,6,feb,105,2,252,1,failure,0,6.345636360828596
49,retired,divorced,secondary,no,-268,yes,no,cellular,6,feb,42,2,206,5,failure,0,0.0
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure,0,8.826147399143558
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,0,5.111987788356544
42,technician,married,secondary,no,769,no,no,cellular,6,feb,187,2,246,1,failure,0,6.646390514847729
33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,0,5.860786223465865
55,technician,married,secondary,no,517,yes,yes,cellular,6,feb,47,3,263,4,failure,0,6.249975242259483
58,services,married,secondary,no,-37,no,yes,telephone,6,feb,150,2,205,6,failure,0,0.0
56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,0,4.983606621708336
33,technician,single,secondary,no,10,yes,no,cellular,6,feb,71,2,274,1,failure,0,2.3978952727983707
28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,129,4,211,3,other,0,7.037027614686276
32,housemaid,married,primary,no,-184,yes,no,cellular,6,feb,129,2,197,1,failure,0,0.0
46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,1047,2,1,7,failure,0,4.812184355372417
33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure,0,9.795178249029277
52,blue-collar,married,primary,no,320,yes,no,cellular,6,feb,306,3,253,4,other,0,5.771441123130016
40,blue-collar,married,primary,no,451,yes,no,cellular,6,feb,356,3,262,1,failure,0,6.113682179832232
34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,1,0.0
37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,0,6.535241271013659
50,blue-collar,married,primary,no,859,yes,yes,telephone,9,feb,56,5,196,7,failure,0,6.756932389247553
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,0,6.163314804034641
33,admin.,married,secondary,no,347,yes,no,cellular,9,feb,7,7,193,13,failure,0,5.8522024797744745
33,management,divorced,tertiary,no,-848,yes,no,telephone,9,feb,12,12,256,2,other,0,0.0
35,management,married,tertiary,no,354,no,yes,cellular,9,feb,117,4,12,2,other,0,5.872117789475416
33,technician,single,secondary,no,0,yes,yes,cellular,9,feb,47,2,12,4,other,0,0.0
30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure,0,5.497168225293202
56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,5,265,4,failure,0,0.0
43,blue-collar,married,secondary,no,130,yes,no,cellular,9,feb,146,3,256,1,failure,0,4.875197323201151
32,blue-collar,married,primary,no,183,yes,no,cellular,9,feb,308,4,208,3,other,0,5.214935757608986
27,blue-collar,single,secondary,no,539,yes,no,cellular,9,feb,268,5,252,2,failure,0,6.29156913955832
33,technician,married,secondary,no,0,yes,no,cellular,9,feb,176,2,262,2,failure,0,0.0
34,admin.,single,secondary,no,1,yes,no,cellular,9,feb,185,7,280,1,other,0,0.6931471805599453
32,technician,married,secondary,no,106,no,no,cellular,9,feb,12,8,174,9,other,0,4.672828834461906
27,admin.,single,secondary,no,-550,yes,no,cellular,9,feb,176,3,195,15,other,0,0.0
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,0,8.235890725928495
32,self-employed,single,secondary,no,360,yes,no,cellular,9,feb,175,3,259,4,failure,0,5.8888779583328805
33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,success,1,6.55250788703459
36,self-employed,married,secondary,no,1245,yes,no,cellular,9,feb,8,7,248,9,success,0,7.1276936993473985
56,management,divorced,tertiary,no,505,no,no,cellular,9,feb,108,2,199,3,other,0,6.226536669287466
39,blue-collar,married,secondary,no,20,yes,no,cellular,9,feb,686,5,279,1,failure,0,3.044522437723423
46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,0,6.331501849893691
29,unemployed,single,tertiary,no,0,yes,no,cellular,9,feb,102,3,12,3,other,0,0.0
40,technician,married,tertiary,no,516,yes,no,cellular,9,feb,175,5,12,1,other,0,6.248042874508429
48,technician,married,tertiary,no,150,yes,no,cellular,9,feb,168,2,203,7,failure,0,5.017279836814924
54,blue-collar,married,secondary,no,2047,no,no,telephone,9,feb,150,7,194,6,failure,0,7.6246189861593985
35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,0,0.0
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,272,9,failure,0,0.0
58,blue-collar,married,primary,no,42,yes,no,cellular,9,feb,96,6,264,3,failure,0,3.7612001156935624
